RecordID,Season,Team,Conference,Overall Seed,Bid Type,NET Rank,PrevNET,AvgOppNETRank,AvgOppNET,WL,Conf.Record,Non-ConferenceRecord,RoadWL,NETSOS,NETNonConfSOS,Quadrant1,Quadrant2,Quadrant3,Quadrant4
2023-24-Pittsburgh,2023-24,Pittsburgh,ACC,,,40,40,80,120,22-11,13-9,2-Sep,4-Jul,79,343,6-Apr,3-May,2-Jun,Jul-00
2023-24-FresnoSt.,2023-24,Fresno St.,Mountain West,,,233,232,101,140,21-Nov,15-May,6-Jun,9-Mar,86,235,0-10,0-5,4-Jan,2-Oct
2023-24-McNeese,2023-24,McNeese,Southland,49,AQ,56,56,323,244,26-3,19-1,2-Jul,3-Nov,338,129,Jan-00,2-Feb,Apr-00,19-1
2023-24-Tulane,2023-24,Tulane,The American,,,138,138,104,144,13-17,14-May,3-Aug,8-Feb,112,286,0-4,7-Jan,5-May,1-Jul
2023-24-Harvard,2023-24,Harvard,Ivy League,,,200,200,153,183,13-13,9-May,4-Aug,8-May,148,216,0-1,6-Feb,3-Feb,3-Sep
2023-24-Niagara,2023-24,Niagara,MAAC,,,256,256,304,234,15-16,10-Dec,6-Mar,6-Oct,348,318,0-0,0-2,5-May,9-Oct
2023-24-Columbia,2023-24,Columbia,Ivy League,,,225,225,204,199,14-Oct,10-Apr,4-Jun,8-Apr,197,337,0-2,0-3,6-Feb,3-Aug
2023-24-PrairieView,2023-24,Prairie View,SWAC,,,327,327,328,245,21-Aug,13-May,8-Mar,15-Apr,240,33,0-3,0-2,1-Feb,15-Jun
2023-24-Vermont,2023-24,Vermont,America East,51,AQ,102,102,222,204,26-6,18-1,5-Aug,4-Oct,285,182,0-2,Feb-00,3-Sep,15-1
2023-24-Duke,2023-24,Duke,ACC,13,AL,10,10,59,111,24-8,15-6,2-Sep,4-Jul,71,116,4-May,4-Jun,Jul-00,Jun-00
2023-24-Monmouth,2023-24,Monmouth,CAA,,,193,193,195,197,18-15,9-Nov,6-Jul,13-Feb,189,136,0-2,0-7,4-May,13-2
2023-24-Richmond,2023-24,Richmond,Atlantic 10,,,73,73,111,151,23-9,15-4,5-Aug,5-Jul,111,179,3-Jan,4-May,2-Sep,Aug-00
2023-24-SacredHeart,2023-24,Sacred Heart,NEC,,,286,286,356,269,14-16,7-Oct,9-Apr,11-Apr,354,268,0-2,0-1,0-2,14-11
2023-24-Hampton,2023-24,Hampton,CAA,,,337,337,276,224,24-Jun,16-Apr,8-Feb,12-Jan,334,355,0-0,0-3,10-Jan,11-May
2023-24-LaSalle,2023-24,La Salle,Atlantic 10,,,195,194,128,164,15-17,13-Jul,4-Aug,10-Mar,135,313,0-3,0-8,4-Jun,2-Sep
2023-24-EasternKy.,2023-24,Eastern Ky.,ASUN,,,219,219,265,218,14-14,5-Dec,9-Feb,10-Apr,238,79,0-2,0-1,6-Jan,13-5
2023-24-MurraySt.,2023-24,Murray St.,MVC,,,169,169,105,146,20-Nov,12-Sep,8-Feb,9-Apr,116,212,0-5,4-Feb,9-Apr,2-May
2023-24-Towson,2023-24,Towson,CAA,,,149,149,177,190,19-14,13-8,6-Jun,6-Jun,168,100,0-3,4-Jan,4-May,13-3
2023-24-Pacific,2023-24,Pacific,WCC,,,359,359,155,184,26-Apr,0-17,9-Apr,13-Jan,138,334,0-6,2-Jan,0-6,12-Mar
2023-24-BoiseSt.,2023-24,Boise St.,Mountain West,38,AL,26,27,50,107,20-10,13-6,4-Jul,3-Jul,51,32,5-Jun,4-Mar,1-Mar,Aug-00
2023-24-UNI,2023-24,UNI,MVC,,,109,109,101,140,18-14,13-9,5-May,8-Jun,98,48,0-6,3-May,4-Jun,1-Jul
2023-24-WakeForest,2023-24,Wake Forest,ACC,,,43,43,67,112,20-13,10-Dec,3-Aug,9-Feb,73,251,8-Feb,4-Jul,1-May,Jun-00
2023-24-HolyCross,2023-24,Holy Cross,Patriot,,,350,350,347,257,23-Sep,13-Jul,10-Feb,14-Apr,345,284,0-1,0-3,4-Jan,15-Aug
2023-24-WeberSt.,2023-24,Weber St.,Big Sky,,,154,153,231,207,17-12,8-Nov,4-Jun,7-Jul,235,89,1-Jan,Jan-00,6-May,5-Oct
2023-24-Arkansas,2023-24,Arkansas,SEC,,,115,115,32,101,16-17,13-Jul,4-Sep,7-Feb,57,148,9-Feb,6-Jan,1-Jul,1-Jun
2023-24-Xavier,2023-24,Xavier,Big East,,,64,64,15,92,16-17,12-Oct,5-Jun,8-Mar,5,34,13-Feb,2-Jun,1-Jan,1-Jul
2023-24-Dayton,2023-24,Dayton,Atlantic 10,28,AL,23,23,80,120,24-7,14-5,2-Oct,5-Jun,92,40,4-Mar,3-May,Sep-00,Jul-00
2023-24-Alcorn,2023-24,Alcorn,SWAC,,,299,299,290,229,13-18,13-6,0-12,14-Jul,152,5,0-5,0-5,0-2,13-6
2023-24-StonyBrook,2023-24,Stony Brook,CAA,,,174,174,177,190,19-15,13-9,6-Jun,11-Apr,164,83,0-3,0-5,5-Mar,16-2
2023-24-Rice,2023-24,Rice,The American,,,241,241,115,153,21-Oct,14-May,7-May,7-May,106,65,4-Jan,5-Jan,8-Jan,4-Jul
2023-24-LoyolaMaryland,2023-24,Loyola Maryland,Patriot,,,346,346,340,252,25-Jun,14-May,11-Jan,13-May,327,191,0-1,0-3,4-Jan,17-May
2023-24-MississippiSt.,2023-24,Mississippi St.,SEC,32,AL,31,31,25,97,21-13,11-Oct,2-Nov,8-Feb,28,234,9-Apr,3-Apr,Jul-00,1-Jun
2023-24-WesternMich.,2023-24,Western Mich.,MAC,,,292,292,244,211,20-Nov,10-Sep,10-Feb,12-Mar,277,217,0-2,0-3,8-Mar,7-Aug
2023-24-HighPoint,2023-24,High Point,Big South,,,110,110,270,222,23-8,14-4,4-Sep,5-Jul,353,344,0-0,0-1,4-Jun,17-3
2023-24-UIW,2023-24,UIW,Southland,,,347,347,342,253,23-Jun,15-Mar,8-Mar,14-Mar,332,327,0-2,0-1,4-Jan,16-May
2023-24-Massachusetts,2023-24,Massachusetts,Atlantic 10,,,91,91,122,158,20-11,8-Nov,3-Sep,6-Apr,160,357,1-Jan,3-Feb,6-Aug,1-Sep
2023-24-Bradley,2023-24,Bradley,MVC,,,57,58,98,137,21-11,14-8,3-Jul,6-Jun,127,200,0-4,4-Mar,2-Dec,1-Jun
2023-24-IowaSt.,2023-24,Iowa St.,Big 12,8,AQ,6,6,59,111,27-7,16-5,2-Nov,5-May,16,324,6-Oct,1-Jun,Feb-00,Sep-00
2023-24-Oklahoma,2023-24,Oklahoma,Big 12,,,46,46,52,108,20-12,11-Aug,1-Dec,6-Mar,22,274,12-Apr,May-00,Mar-00,Aug-00
2023-24-Maine,2023-24,Maine,America East,,,234,234,259,217,14-17,10-Jul,7-Jul,13-May,264,271,0-1,3-Jan,6-Jan,7-Dec
2023-24-St.Thomas(MN),2023-24,St. Thomas (MN),Summit League,,,159,159,318,241,17-13,8-Oct,5-Jul,9-Jun,337,319,0-1,0-2,4-Feb,15-6
2023-24-Presbyterian,2023-24,Presbyterian,Big South,,,281,281,285,227,18-Nov,11-Jun,7-May,9-May,326,340,0-1,0-1,7-Feb,9-Sep
2023-24-Penn,2023-24,Penn,Ivy League,,,212,212,128,164,18-Sep,11-Mar,7-Jun,10-Feb,104,60,0-4,4-Jan,7-Jan,3-Jul
2023-24-Fordham,2023-24,Fordham,Atlantic 10,,,176,176,113,152,13-20,13-Jul,7-Jun,6-Apr,137,329,0-2,7-Feb,6-Jun,5-May
2023-24-Manhattan,2023-24,Manhattan,MAAC,,,335,335,244,211,23-Jun,17-Apr,6-Feb,12-Apr,245,54,0-2,0-0,9-Jan,12-May
2023-24-LSU,2023-24,LSU,SEC,,,94,94,75,116,17-15,10-Sep,5-Aug,7-Mar,53,155,8-Apr,6-Jan,May-00,1-Jul
2023-24-Arizona,2023-24,Arizona,Pac-12,6,AL,4,4,11,89,25-8,16-6,2-Sep,4-Jul,49,13,3-Aug,4-Jul,1-Aug,Feb-00
2023-24-UtahTech,2023-24,Utah Tech,WAC,,,285,285,168,187,20-Oct,13-Jul,7-Mar,13-Apr,165,133,0-3,0-5,8-Feb,4-Aug
2023-24-SouthFla.,2023-24,South Fla.,The American,,,78,78,138,172,24-7,17-3,4-Jul,4-Jul,188,321,Jan-00,3-May,2-Aug,2-Oct
2023-24-TennesseeTech,2023-24,Tennessee Tech,OVC,,,336,336,297,231,21-Jul,13-May,8-Feb,13-Mar,309,184,0-1,0-1,0-8,11-Jul
2023-24-NorthDakotaSt.,2023-24,North Dakota St.,Summit League,,,255,255,228,206,17-Dec,9-Aug,8-Apr,11-May,231,125,0-2,1-Jan,8-Mar,6-Aug
2023-24-NorthTexas,2023-24,North Texas,The American,,,79,79,90,131,16-14,9-Nov,5-May,5-May,100,98,0-6,4-Feb,3-Sep,1-May
2023-24-Drake,2023-24,Drake,MVC,40,AQ,47,47,108,149,27-6,19-4,2-Aug,5-Jun,130,282,1-Apr,3-Mar,2-Sep,Nov-00
2023-24-Howard,2023-24,Howard,MEAC,67,AQ,273,273,343,254,16-16,5-Dec,11-Apr,9-Jun,336,242,0-1,0-3,5-Jan,15-7
2023-24-Samford,2023-24,Samford,SoCon,53,AQ,74,74,213,201,27-5,18-3,2-Sep,5-Aug,260,261,0-2,Feb-00,3-Oct,15-0
2023-24-NorfolkSt.,2023-24,Norfolk St.,MEAC,,,223,223,343,254,18-11,4-Dec,7-Jun,8-Jun,315,151,1-Jan,0-1,4-Feb,15-5
2023-24-Colgate,2023-24,Colgate,Patriot,58,AQ,125,125,323,244,24-9,19-2,7-May,5-Oct,270,41,0-2,3-Jan,1-Feb,21-3
2023-24-NIU,2023-24,NIU,MAC,,,298,298,168,187,20-Sep,13-May,7-Apr,11-May,163,55,0-4,1-Feb,7-Mar,8-Apr
2023-24-Yale,2023-24,Yale,Ivy League,52,AQ,83,81,128,164,20-9,13-3,6-Jul,6-Sep,134,92,0-3,2-Mar,2-Oct,2-Jul
2023-24-Cornell,2023-24,Cornell,Ivy League,,,95,95,159,185,20-7,4-Nov,3-Sep,5-Oct,154,192,0-2,4-Jan,Aug-00,1-Nov
2023-24-CalPoly,2023-24,Cal Poly,Big West,,,342,342,191,195,28-Mar,0-20,8-Mar,0-16,292,335,0-0,0-2,14-Jan,12-Feb
2023-24-Campbell,2023-24,Campbell,CAA,,,304,305,281,225,18-Nov,11-Aug,7-Mar,11-Mar,303,333,0-1,0-4,5-Feb,8-Sep
2023-24-Iona,2023-24,Iona,MAAC,,,210,210,259,217,16-17,11-Nov,6-May,8-May,305,204,0-1,0-2,8-Apr,6-Dec
2023-24-ArmyWestPoint,2023-24,Army West Point,Patriot,,,338,338,353,267,22-Aug,13-Jun,9-Feb,11-Apr,361,354,0-0,0-2,0-3,17-Aug
2023-24-HoustonChristian,2023-24,Houston Christian,Southland,,,357,357,253,215,23-Apr,14-Apr,0-9,15-Jan,142,7,0-6,0-2,0-3,12-Apr
2023-24-UNLV,2023-24,UNLV,Mountain West,,,76,76,78,118,17-12,7-Dec,5-May,3-Jul,78,121,5-May,4-Jan,Jun-00,3-May
2023-24-LoyolaChicago,2023-24,Loyola Chicago,Atlantic 10,,,85,85,108,149,22-9,15-4,5-Jul,4-Jul,115,203,3-Jan,4-Apr,1-Sep,1-Aug
2023-24-SoutheastMo.St.,2023-24,Southeast Mo. St.,OVC,,,351,351,300,232,22-May,14-Apr,8-Jan,14-Jan,297,144,0-2,0-1,0-7,12-May
2023-24-Gonzaga,2023-24,Gonzaga,WCC,21,AL,17,17,119,156,24-7,15-3,4-Sep,2-Aug,91,20,6-Mar,1-Apr,May-00,Dec-00
2023-24-SetonHall,2023-24,Seton Hall,Big East,,,67,67,67,112,20-12,13-8,4-Jul,7-May,33,227,8-May,3-Apr,1-Feb,Sep-00
2023-24-AirForce,2023-24,Air Force,Mountain West,,,269,269,121,157,22-Sep,17-Feb,5-Jul,8-May,94,361,8-Jan,2-Jan,0-7,5-Jul
2023-24-NorthCarolina,2023-24,North Carolina,ACC,4,AL,8,8,13,91,27-7,19-4,3-Aug,2-Aug,32,25,3-Sep,4-Jul,Jun-00,May-00
2023-24-Charlotte,2023-24,Charlotte,The American,,,114,114,111,151,18-12,13-6,6-May,7-May,133,124,0-4,2-Feb,6-Jun,Oct-00
2023-24-Belmont,2023-24,Belmont,MVC,,,117,117,119,156,19-13,13-9,4-Jun,9-Jun,121,157,0-6,1-Feb,6-Jun,Nov-00
2023-24-Idaho,2023-24,Idaho,Big Sky,,,321,321,259,217,21-Sep,14-May,7-Apr,10-Apr,298,277,0-1,0-2,9-Feb,9-Jul
2023-24-SacramentoSt.,2023-24,Sacramento St.,Big Sky,,,317,317,214,202,24-Aug,15-Jun,9-Feb,13-Feb,278,201,0-1,0-1,10-Apr,12-Apr
2023-24-EasternIll.,2023-24,Eastern Ill.,OVC,,,311,311,306,235,18-Oct,11-Aug,7-Feb,11-Apr,202,19,0-3,0-2,3-Feb,10-Aug
2023-24-NewOrleans,2023-24,New Orleans,Southland,,,340,340,293,230,23-Jun,15-May,8-Jan,15-Feb,222,56,0-3,0-4,0-4,12-Jun
2023-24-WesternCaro.,2023-24,Western Caro.,SoCon,,,111,111,184,192,19-10,8-Nov,2-Aug,6-Oct,255,309,0-1,3-Feb,6-May,Dec-00
2023-24-ChicagoSt.,2023-24,Chicago St.,DI Independent,,,296,297,236,209,18-Sep,0-0,18-Sep,12-May,176,258,2-Jan,0-4,6-Jan,6-Jul
2023-24-UCF,2023-24,UCF,Big 12,,,61,61,52,108,17-15,12-Aug,3-Sep,7-Mar,37,350,10-Apr,2-Feb,2-Apr,1-Jul
2023-24-ClevelandSt.,2023-24,Cleveland St.,Horizon,,,196,196,236,209,19-14,13-10,4-Jun,10-Jun,249,139,1-Jan,3-Jan,7-May,3-Dec
2023-24-USCUpstate,2023-24,USC Upstate,Big South,,,303,303,204,199,20-Jul,12-May,8-Feb,12-Apr,254,195,0-1,2-Jan,7-Feb,10-Apr
2023-24-Michigan,2023-24,Michigan,Big Ten,,,133,133,1,71,24-Aug,18-Mar,6-May,10-Feb,6,42,12-Mar,8-Jan,3-Feb,1-Feb
2023-24-AustinPeay,2023-24,Austin Peay,ASUN,,,221,221,253,215,16-15,7-Dec,8-Apr,12-Apr,288,147,0-2,1-Jan,8-Jan,14-4
2023-24-Liberty,2023-24,Liberty,CUSA,,,141,141,159,185,15-14,10-Jul,4-Aug,8-Feb,182,111,0-2,0-3,4-Sep,5-Jun
2023-24-Kentucky,2023-24,Kentucky,SEC,11,AL,18,19,59,111,23-9,13-6,3-Oct,3-Jul,56,173,7-Jun,1-Feb,1-Aug,Jul-00
2023-24-ArkansasSt.,2023-24,Arkansas St.,Sun Belt,,,148,148,168,187,18-16,13-8,8-May,11-May,153,112,0-4,3-Jan,6-Jul,3-Oct
2023-24-Colorado,2023-24,Colorado,Pac-12,39,AL,25,25,55,109,24-10,15-8,2-Sep,7-Apr,81,262,5-Apr,5-Jun,Jul-00,Jul-00
2023-24-SaintLouis,2023-24,Saint Louis,Atlantic 10,,,197,197,83,121,20-Dec,14-Jun,6-Jun,9-Mar,93,131,0-5,9-Jan,5-Jun,1-May
2023-24-Bellarmine,2023-24,Bellarmine,ASUN,,,318,318,200,198,23-May,12-Apr,11-Jan,16-Feb,170,43,0-4,0-1,7-Jan,11-Apr
2023-24-Lindenwood,2023-24,Lindenwood,OVC,,,354,354,338,251,22-Jun,15-Mar,7-Mar,12-Mar,304,160,0-2,0-1,0-3,16-Jun
2023-24-RhodeIsland,2023-24,Rhode Island,Atlantic 10,,,211,211,96,135,20-Nov,13-Jun,7-May,8-Mar,108,168,0-4,6-Jan,6-May,4-May
2023-24-Chattanooga,2023-24,Chattanooga,SoCon,,,140,140,200,198,19-12,13-7,5-Jun,7-Aug,226,266,0-2,2-Feb,6-Jun,2-Nov
2023-24-Missouri,2023-24,Missouri,SEC,,,158,158,67,112,24-Aug,0-19,5-Aug,10-Feb,41,101,10-Jan,9-Jan,4-Jan,1-May
2023-24-BowlingGreen,2023-24,Bowling Green,MAC,,,228,228,297,231,18-13,9-Nov,4-Jul,7-May,352,356,0-0,0-3,4-May,13-6
2023-24-VMI,2023-24,VMI,SoCon,,,358,358,164,186,28-Jan,18-Jan,0-10,0-15,203,279,0-3,0-3,0-12,10-Jan
2023-24-BostonU.,2023-24,Boston U.,Patriot,,,291,291,352,265,15-17,9-Nov,8-Apr,10-Jul,359,339,0-0,0-3,0-2,15-12
2023-24-IllinoisSt.,2023-24,Illinois St.,MVC,,,178,178,125,161,14-17,12-Sep,5-May,8-Apr,141,290,3-Jan,0-4,5-Jul,5-Jun
2023-24-Lehigh,2023-24,Lehigh,Patriot,,,267,267,329,246,18-Dec,10-Nov,8-Jan,11-Aug,262,37,0-2,0-4,3-Jan,9-Nov
2023-24-Rider,2023-24,Rider,MAAC,,,220,220,222,204,14-17,9-Dec,8-Feb,12-Jun,194,24,0-2,0-3,7-Mar,5-Nov
2023-24-Ga.Southern,2023-24,Ga. Southern,Sun Belt,,,283,284,219,203,24-Sep,11-Sep,0-13,14-Feb,183,197,0-4,0-4,0-5,11-Sep
2023-24-SanDiegoSt.,2023-24,San Diego St.,Mountain West,18,AL,20,21,19,93,22-10,13-8,2-Sep,8-Jun,25,15,9-Apr,1-Jun,Jun-00,Jun-00
2023-24-William&Mary,2023-24,William & Mary,CAA,,,325,325,285,227,23-Aug,15-May,8-Mar,13-Feb,324,348,0-1,0-2,0-11,9-Aug
2023-24-Duquesne,2023-24,Duquesne,Atlantic 10,46,AQ,80,83,85,124,23-11,14-8,3-Sep,6-May,96,181,3-Feb,5-Jun,3-May,Oct-00
2023-24-KansasCity,2023-24,Kansas City,Summit League,,,232,233,270,222,13-16,7-Oct,9-Mar,9-Jun,234,117,0-3,0-1,6-Feb,6-Nov
2023-24-Kansas,2023-24,Kansas,Big 12,14,AL,19,20,7,84,21-10,9-Oct,1-Nov,7-Mar,2,36,9-Jul,Jun-00,1-Apr,Apr-00
2023-24-TexasSouthern,2023-24,Texas Southern,SWAC,,,278,278,335,250,15-16,14-7,9-Jan,10-Jun,201,6,0-5,0-2,0-0,15-9
2023-24-SantaClara,2023-24,Santa Clara,WCC,,,105,104,134,166,19-13,7-Nov,6-Aug,6-May,95,94,7-Feb,2-Apr,1-Feb,3-Nov
2023-24-MiddleTenn.,2023-24,Middle Tenn.,CUSA,,,288,288,137,171,19-Dec,10-Aug,9-Apr,10-Jan,230,281,0-1,1-Jan,14-Mar,3-Aug
2023-24-SeattleU,2023-24,Seattle U,WAC,,,119,119,174,188,18-14,10-Dec,4-Jun,9-Apr,210,237,0-4,2-Jan,6-Apr,13-2
2023-24-St.John's(NY),2023-24,St. John's (NY),Big East,,,32,32,36,103,20-13,10-Dec,3-Aug,6-May,34,172,10-Apr,2-Jun,1-Mar,Jul-00
2023-24-Cincinnati,2023-24,Cincinnati,Big 12,,,37,37,36,103,20-14,12-Sep,2-Nov,7-Apr,38,322,11-Apr,1-Mar,2-Apr,Sep-00
2023-24-WestVirginia,2023-24,West Virginia,Big 12,,,156,156,4,77,23-Sep,15-Apr,8-May,0-9,13,156,13-Feb,8-Feb,Mar-00,2-Feb
2023-24-Winthrop,2023-24,Winthrop,Big South,,,181,181,225,205,14-15,9-Aug,6-Jun,9-Jun,199,110,0-3,0-3,6-Feb,3-Dec
2023-24-Lipscomb,2023-24,Lipscomb,ASUN,,,166,166,276,224,18-12,6-Nov,6-Jul,9-Jun,280,146,0-2,2-Jan,3-Apr,13-5
2023-24-Canisius,2023-24,Canisius,MAAC,,,266,266,231,207,13-18,13-Sep,5-Apr,12-Mar,266,93,0-1,2-Jan,8-Mar,7-Sep
2023-24-WrightSt.,2023-24,Wright St.,Horizon,,,153,154,195,197,16-14,13-8,6-Mar,6-Jul,272,138,0-1,3-Jan,8-May,2-Oct
2023-24-Valparaiso,2023-24,Valparaiso,MVC,,,302,302,113,152,25-Jun,18-Mar,7-Mar,13-Jan,118,222,0-5,0-6,9-Jan,5-May
2023-24-UtahValley,2023-24,Utah Valley,WAC,,,173,173,142,174,14-16,10-Nov,6-Mar,10-May,158,63,0-3,0-5,5-Jun,3-Aug
2023-24-VirginiaTech,2023-24,Virginia Tech,ACC,,,60,60,55,109,18-14,11-Oct,3-Aug,9-Feb,55,38,7-Mar,6-Mar,1-Jun,Jun-00
2023-24-Hofstra,2023-24,Hofstra,CAA,,,112,112,155,184,19-13,13-7,6-Jun,10-May,166,74,0-2,4-Jan,5-Aug,2-Oct
2023-24-MissouriSt.,2023-24,Missouri St.,MVC,,,146,146,125,161,17-16,13-Sep,3-Aug,10-Apr,123,305,5-Jan,3-Feb,5-May,3-Sep
2023-24-Tennessee,2023-24,Tennessee,SEC,5,AL,7,7,9,87,24-8,14-5,3-Oct,3-Aug,10,16,7-Aug,1-May,Jun-00,May-00
2023-24-TheCitadel,2023-24,The Citadel,SoCon,,,263,263,168,187,21-Aug,16-Mar,5-May,13-Feb,205,260,0-2,4-Jan,9-Jan,6-Jun
2023-24-Marshall,2023-24,Marshall,Sun Belt,,,245,245,153,183,20-Dec,12-Aug,8-Apr,9-Mar,162,159,0-4,0-4,5-Apr,7-Aug
2023-24-Creighton,2023-24,Creighton,Big East,10,AL,11,11,47,105,23-9,14-7,2-Sep,5-Aug,27,58,5-Aug,4-Jul,Jan-00,Jul-00
2023-24-UCDavis,2023-24,UC Davis,Big West,,,168,168,214,202,18-13,15-7,6-Mar,6-Aug,283,287,0-1,1-Jan,6-Jul,5-Oct
2023-24-UAB,2023-24,UAB,The American,50,AQ,104,105,98,137,22-11,15-6,5-Jul,5-Jul,114,206,0-4,3-Jul,2-Sep,2-Jun
2023-24-Maryland,2023-24,Maryland,Big Ten,,,82,82,55,109,16-17,14-Aug,3-Aug,8-Apr,54,307,9-Feb,4-Apr,4-Mar,Jul-00
2023-24-American,2023-24,American,Patriot,,,287,287,359,270,15-16,9-Oct,7-May,9-Aug,349,254,0-2,1-Jan,0-3,14-10
2023-24-SouthAlabama,2023-24,South Alabama,Sun Belt,,,248,248,242,210,14-15,11-Aug,4-Jun,9-May,241,264,0-2,0-2,7-Mar,4-Nov
2023-24-LittleRock,2023-24,Little Rock,OVC,,,182,182,350,259,21-12,15-5,7-Jun,6-Jun,362,360,0-0,0-0,4-Feb,19-8
2023-24-UIC,2023-24,UIC,MVC,,,186,186,117,154,21-Nov,17-May,4-Jun,10-Mar,128,275,0-4,6-Jan,6-May,5-May
2023-24-FGCU,2023-24,FGCU,ASUN,,,246,246,253,215,18-Nov,9-Aug,9-Mar,10-Apr,248,95,0-2,2-Jan,0-5,9-Oct
2023-24-Tulsa,2023-24,Tulsa,The American,,,198,198,155,184,15-15,12-Jul,3-Aug,9-Feb,209,359,0-2,0-3,8-Jun,2-Sep
2023-24-GeorgeMason,2023-24,George Mason,Atlantic 10,,,93,93,107,148,19-12,10-Sep,2-Oct,7-May,126,246,2-Jan,5-Mar,5-Jun,Sep-00
2023-24-KansasSt.,2023-24,Kansas St.,Big 12,,,70,71,20,94,19-14,11-Sep,3-Oct,8-Feb,12,218,8-May,5-Apr,1-May,May-00
2023-24-AlabamaA&M,2023-24,Alabama A&M,SWAC,,,326,326,335,250,22-Nov,10-Oct,12-Jan,14-Mar,319,123,0-2,0-2,0-6,12-Nov
2023-24-Col.ofCharleston,2023-24,Col. of Charleston,CAA,54,AQ,97,97,200,198,26-7,18-3,4-Aug,2-Oct,268,253,0-1,2-Jan,4-Nov,14-0
2023-24-Montana,2023-24,Montana,Big Sky,,,144,144,259,217,20-11,14-7,4-Jun,7-Aug,250,77,0-3,0-0,4-Mar,17-4
2023-24-OralRoberts,2023-24,Oral Roberts,Summit League,,,276,276,211,200,19-Sep,12-Jun,7-Mar,13-Feb,204,57,0-3,0-3,7-Feb,6-Jul
2023-24-Indiana,2023-24,Indiana,Big Ten,,,98,98,15,92,19-14,11-Nov,3-Aug,6-Apr,23,122,9-Mar,4-Jun,1-Apr,Jun-00
2023-24-LMU(CA),2023-24,LMU (CA),WCC,,,199,199,146,178,19-Nov,12-May,7-Jun,7-Mar,117,244,0-6,3-Jan,5-Jan,5-Sep
2023-24-Washington,2023-24,Washington,Pac-12,,,69,70,25,97,17-15,12-Sep,3-Aug,6-May,75,73,7-Feb,6-May,2-Jun,Apr-00
2023-24-MichiganSt.,2023-24,Michigan St.,Big Ten,33,AL,24,24,7,84,19-14,11-Nov,3-Aug,7-Mar,14,44,9-Mar,5-Jun,Jun-00,Apr-00
2023-24-UtahSt.,2023-24,Utah St.,Mountain West,30,AL,38,38,92,132,25-6,15-5,1-Oct,4-Aug,90,198,5-Apr,1-Apr,Jul-00,Oct-00
2023-24-TarletonSt.,2023-24,Tarleton St.,WAC,,,145,145,159,185,20-9,16-5,4-Apr,5-Oct,156,49,0-4,Mar-00,2-Jun,3-Nov
2023-24-OklahomaSt.,2023-24,Oklahoma St.,Big 12,,,123,123,50,107,20-Dec,15-Apr,5-Aug,9-Jan,31,325,12-Feb,6-Jan,1-Mar,1-Jun
2023-24-Butler,2023-24,Butler,Big East,,,68,68,44,104,17-14,12-Sep,2-Aug,7-Apr,15,86,11-Apr,3-Apr,Feb-00,Jul-00
2023-24-CoastalCarolina,2023-24,Coastal Carolina,Sun Belt,,,319,319,204,199,22-Jul,14-Jun,8-Jan,9-Jan,273,346,0-2,0-3,8-Jan,9-Jun
2023-24-CSUN,2023-24,CSUN,Big West,,,224,224,253,215,17-15,12-Oct,3-Jul,7-Sep,313,349,0-0,3-Jan,7-Mar,13-5
2023-24-NewMexicoSt.,2023-24,New Mexico St.,CUSA,,,289,289,131,165,19-Sep,10-Jul,9-Feb,13-Jan,143,53,0-3,0-2,11-Mar,3-Jun
2023-24-NewHampshire,2023-24,New Hampshire,America East,,,230,231,225,205,15-15,10-Aug,5-Jul,10-Jul,181,105,0-2,0-3,4-Apr,6-Nov
2023-24-Oakland,2023-24,Oakland,Horizon,55,AQ,126,126,181,191,23-11,18-5,6-May,7-Sep,157,14,5-Jan,Jan-00,6-Jul,14-0
2023-24-Furman,2023-24,Furman,SoCon,,,147,147,142,174,15-15,9-Nov,6-Apr,10-Apr,177,187,0-2,5-Jan,7-May,1-Sep
2023-24-UTMartin,2023-24,UT Martin,OVC,,,204,204,320,242,17-11,14-5,6-Mar,7-Sep,281,103,0-3,0-1,3-Feb,15-4
2023-24-St.Bonaventure,2023-24,St. Bonaventure,Atlantic 10,,,87,87,108,149,20-13,10-Nov,3-Sep,6-May,113,263,4-Jan,3-Mar,3-Aug,3-Aug
2023-24-DelawareSt.,2023-24,Delaware St.,MEAC,,,305,304,346,256,13-18,9-Aug,9-May,11-Apr,333,224,0-2,0-1,0-3,13-12
2023-24-CharlestonSo.,2023-24,Charleston So.,Big South,,,315,315,168,187,20-Jul,11-Jun,9-Jan,12-Mar,146,29,0-4,0-2,5-Feb,9-May
2023-24-SoutheasternLa.,2023-24,Southeastern La.,Southland,,,306,307,300,232,17-Dec,9-Oct,8-Feb,10-Jun,190,31,0-3,3-Jan,3-Jan,8-Oct
2023-24-SouthernInd.,2023-24,Southern Ind.,OVC,,,329,329,290,229,24-May,14-May,0-10,13-Mar,227,46,0-3,1-Jan,0-6,14-Apr
2023-24-Jacksonville,2023-24,Jacksonville,ASUN,,,275,275,300,232,13-17,12-Jul,5-Jun,14-Apr,233,88,0-4,0-0,4-Jan,9-Dec
2023-24-Brown,2023-24,Brown,Ivy League,,,177,177,138,172,18-Dec,7-Sep,11-Mar,8-Jun,145,259,0-2,4-Mar,8-Apr,4-May
2023-24-Buffalo,2023-24,Buffalo,MAC,,,345,345,195,197,27-Mar,16-Feb,11-Jan,11-Feb,236,178,0-3,0-2,0-10,12-Mar
